id,title,description,category,price,discountPercentage,stock,tags,brand,sku,weight,dimensions,warrantyInformation,shippingInformation,availabilityStatus,reviews,returnPolicy,minimumOrderQuantity,meta,images,thumbnail,_extracted_at,_source,product_id,product_name,rating_rate,rating_count,discount_pct,status,is_active,sk_product,_transformed_at,_pipeline_version
165,Short Frock,"The Short Frock is a playful and trendy dress with a shorter length. Ideal for casual outings or special occasions, it combines style and comfort for a fashionable look.",TOPS,24.99,13.45,22,"['clothing', 'dresses']",,TOP-BRD-SHO-165,10,"{'width': 24.29, 'height': 6.79, 'depth': 28.12}",1 year warranty,Ships in 1-2 business days,In Stock,"[{'rating': 3, 'comment': 'Disappointing product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Gabriel Hayes', 'reviewerEmail': 'gabriel.hayes@x.dummyjson.com'}, {'rating': 5, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Samantha Howard', 'reviewerEmail': 'samantha.howard@x.dummyjson.com'}, {'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Luke Cooper', 'reviewerEmail': 'luke.cooper@x.dummyjson.com'}]",30 days return policy,5,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '2022014761829', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/tops/short-frock/1.webp', 'https://cdn.dummyjson.com/product-images/tops/short-frock/2.webp', 'https://cdn.dummyjson.com/product-images/tops/short-frock/3.webp', 'https://cdn.dummyjson.com/product-images/tops/short-frock/4.webp']",https://cdn.dummyjson.com/product-images/tops/short-frock/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,165,Short Frock,3.23,,13.45,ACTIVE,True,10f7f6d170775b4e,2026-04-19T19:41:26.584937+00:00,1.0
166,Tartan Dress,"The Tartan Dress features a classic tartan pattern, bringing a timeless and sophisticated touch to your wardrobe. Perfect for fall and winter, it adds a hint of traditional charm.",TOPS,39.99,12.95,73,"['clothing', 'dresses']",,TOP-BRD-TAR-166,8,"{'width': 23.14, 'height': 12.44, 'depth': 12.67}",1 month warranty,Ships overnight,In Stock,"[{'rating': 5, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Mason Pearson', 'reviewerEmail': 'mason.pearson@x.dummyjson.com'}, {'rating': 3, 'comment': 'Not as described!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Luke Cooper', 'reviewerEmail': 'luke.cooper@x.dummyjson.com'}, {'rating': 4, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'William Lopez', 'reviewerEmail': 'william.lopez@x.dummyjson.com'}]",No return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '3383823083995', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/tops/tartan-dress/1.webp', 'https://cdn.dummyjson.com/product-images/tops/tartan-dress/2.webp', 'https://cdn.dummyjson.com/product-images/tops/tartan-dress/3.webp', 'https://cdn.dummyjson.com/product-images/tops/tartan-dress/4.webp']",https://cdn.dummyjson.com/product-images/tops/tartan-dress/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,166,Tartan Dress,4.05,,12.95,ACTIVE,True,3fa7079f960c4756,2026-04-19T19:41:26.584937+00:00,1.0
167,300 Touring,"The 300 Touring is a stylish and comfortable sedan, known for its luxurious features and smooth performance.",VEHICLE,28999.99,3.98,54,"['sedans', 'vehicles']",CHRYSLER,VEH-CHR-TOU-167,9,"{'width': 19.2, 'height': 26.17, 'depth': 17.28}",3 year warranty,Ships in 2 weeks,In Stock,"[{'rating': 4, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Luna Russell', 'reviewerEmail': 'luna.russell@x.dummyjson.com'}, {'rating': 5, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Harper Garcia', 'reviewerEmail': 'harper.garcia@x.dummyjson.com'}, {'rating': 2, 'comment': 'Not as described!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Harper Turner', 'reviewerEmail': 'harper.turner@x.dummyjson.com'}]",30 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '6337799339397', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/vehicle/300-touring/1.webp', 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/2.webp', 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/3.webp', 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/4.webp', 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/5.webp', 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/6.webp']",https://cdn.dummyjson.com/product-images/vehicle/300-touring/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,167,300 Touring,4.05,,3.98,ACTIVE,True,dde6b465208c7bc3,2026-04-19T19:41:26.584937+00:00,1.0
168,Charger SXT RWD,"The Charger SXT RWD is a powerful and sporty rear-wheel-drive sedan, offering a blend of performance and practicality.",VEHICLE,32999.99,8.23,57,"['sedans', 'sports cars', 'vehicles']",DODGE,VEH-DOD-CHA-168,6,"{'width': 16.77, 'height': 23.03, 'depth': 8.18}",1 month warranty,Ships in 3-5 business days,In Stock,"[{'rating': 2, 'comment': 'Not worth the price!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Lily Torres', 'reviewerEmail': 'lily.torres@x.dummyjson.com'}, {'rating': 5, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Hazel Evans', 'reviewerEmail': 'hazel.evans@x.dummyjson.com'}, {'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Owen Fisher', 'reviewerEmail': 'owen.fisher@x.dummyjson.com'}]",No return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '0376498933302', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/1.webp', 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/2.webp', 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/3.webp', 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/4.webp', 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/5.webp', 'https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/6.webp']",https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,168,Charger SXT RWD,2.58,,8.23,ACTIVE,True,ae46f07ef44bcf82,2026-04-19T19:41:26.584937+00:00,1.0
169,Dodge Hornet GT Plus,"The Dodge Hornet GT Plus is a compact and agile hatchback, perfect for urban driving with a touch of sportiness.",VEHICLE,24999.99,2.63,82,"['hatchbacks', 'compact cars', 'vehicles']",DODGE,VEH-DOD-DOD-169,8,"{'width': 19.89, 'height': 9.8, 'depth': 17.8}",1 year warranty,Ships in 1 month,In Stock,"[{'rating': 5, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Autumn Gomez', 'reviewerEmail': 'autumn.gomez@x.dummyjson.com'}, {'rating': 2, 'comment': 'Not as described!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Mateo Bennett', 'reviewerEmail': 'mateo.bennett@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Harper Kelly', 'reviewerEmail': 'harper.kelly@x.dummyjson.com'}]",60 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '8578515136594', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/1.webp', 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/2.webp', 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/3.webp', 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/4.webp', 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/5.webp', 'https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/6.webp']",https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,169,Dodge Hornet GT Plus,2.65,,2.63,ACTIVE,True,6f839b42fa7ab642,2026-04-19T19:41:26.584937+00:00,1.0
170,Durango SXT RWD,"The Durango SXT RWD is a spacious and versatile SUV, known for its strong performance and family-friendly features.",VEHICLE,36999.99,16.44,95,"['suvs', 'vehicles']",DODGE,VEH-DOD-DUR-170,1,"{'width': 19.02, 'height': 29.52, 'depth': 24.36}",2 year warranty,Ships in 1 month,In Stock,"[{'rating': 5, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'David Martinez', 'reviewerEmail': 'david.martinez@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Nathan Dixon', 'reviewerEmail': 'nathan.dixon@x.dummyjson.com'}, {'rating': 1, 'comment': 'Very disappointed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Mila Hernandez', 'reviewerEmail': 'mila.hernandez@x.dummyjson.com'}]",30 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '7539220768239', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/1.webp', 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/2.webp', 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/3.webp', 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/4.webp', 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/5.webp', 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/6.webp']",https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,170,Durango SXT RWD,4.07,,16.44,ACTIVE,True,7e93751398c24620,2026-04-19T19:41:26.584937+00:00,1.0
171,Pacifica Touring,"The Pacifica Touring is a stylish and well-equipped minivan, offering comfort and convenience for family journeys.",VEHICLE,31999.99,14.76,53,"['minivans', 'vehicles']",CHRYSLER,VEH-CHR-PAC-171,9,"{'width': 7.11, 'height': 15.51, 'depth': 18.1}",1 month warranty,Ships overnight,In Stock,"[{'rating': 5, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Isaac Lawrence', 'reviewerEmail': 'isaac.lawrence@x.dummyjson.com'}, {'rating': 5, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Tyler Davis', 'reviewerEmail': 'tyler.davis@x.dummyjson.com'}, {'rating': 5, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Daniel Cook', 'reviewerEmail': 'daniel.cook@x.dummyjson.com'}]",60 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '2500742117107', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/1.webp', 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/2.webp', 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/3.webp', 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/4.webp', 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/5.webp', 'https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/6.webp']",https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,171,Pacifica Touring,3.62,,14.76,ACTIVE,True,cd1b4a50d0b6afb1,2026-04-19T19:41:26.584937+00:00,1.0
172,Blue Women's Handbag,"The Blue Women's Handbag is a stylish and spacious accessory for everyday use. With a vibrant blue color and multiple compartments, it combines fashion and functionality.",WOMENS-BAGS,49.99,17.88,76,"['fashion accessories', 'handbags']",FASHIONISTA,WOM-FAS-BLU-172,7,"{'width': 14.12, 'height': 11.89, 'depth': 25.69}",1 year warranty,Ships in 1 week,In Stock,"[{'rating': 3, 'comment': 'Waste of money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Grace Perry', 'reviewerEmail': 'grace.perry@x.dummyjson.com'}, {'rating': 3, 'comment': 'Not worth the price!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Evelyn Sanchez', 'reviewerEmail': 'evelyn.sanchez@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Eli Ward', 'reviewerEmail': 'eli.ward@x.dummyjson.com'}]",7 days return policy,5,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '0558998280008', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","[""https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/1.webp"", ""https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/2.webp"", ""https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/3.webp""]",https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,172,Blue Women's Handbag,2.92,,17.88,ACTIVE,True,5d2c255e59f84006,2026-04-19T19:41:26.584937+00:00,1.0
173,Heshe Women's Leather Bag,"The Heshe Women's Leather Bag is a luxurious and high-quality leather bag for the sophisticated woman. With a timeless design and durable craftsmanship, it's a versatile accessory.",WOMENS-BAGS,129.99,3.87,99,"['fashion accessories', 'leather bags']",HESHE,WOM-HES-HES-173,3,"{'width': 28.66, 'height': 20.56, 'depth': 6.62}",5 year warranty,Ships overnight,In Stock,"[{'rating': 5, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Hunter Gordon', 'reviewerEmail': 'hunter.gordon@x.dummyjson.com'}, {'rating': 4, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Mason Parker', 'reviewerEmail': 'mason.parker@x.dummyjson.com'}, {'rating': 4, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'William Gonzalez', 'reviewerEmail': 'william.gonzalez@x.dummyjson.com'}]",90 days return policy,5,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '4616258239513', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","[""https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/1.webp"", ""https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/2.webp"", ""https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/3.webp""]",https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,173,Heshe Women's Leather Bag,4.92,,3.87,ACTIVE,True,fed111fe8c59e8e8,2026-04-19T19:41:26.584937+00:00,1.0
174,Prada Women Bag,"The Prada Women Bag is an iconic designer bag that exudes elegance and luxury. Crafted with precision and featuring the Prada logo, it's a statement piece for fashion enthusiasts.",WOMENS-BAGS,599.99,14.09,75,"['fashion accessories', 'designer bags']",PRADA,WOM-PRA-PRA-174,4,"{'width': 21.84, 'height': 22.19, 'depth': 13.41}",3 year warranty,Ships in 1-2 business days,In Stock,"[{'rating': 2, 'comment': 'Would not buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Caleb Perkins', 'reviewerEmail': 'caleb.perkins@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Carter Baker', 'reviewerEmail': 'carter.baker@x.dummyjson.com'}, {'rating': 5, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Lucas Ramirez', 'reviewerEmail': 'lucas.ramirez@x.dummyjson.com'}]",60 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '9614237439330', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/1.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/2.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/3.webp']",https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,174,Prada Women Bag,2.71,,14.09,ACTIVE,True,5c00fb31a0029b00,2026-04-19T19:41:26.584937+00:00,1.0
175,White Faux Leather Backpack,"The White Faux Leather Backpack is a trendy and practical backpack for the modern woman. With a sleek white design and ample storage space, it's perfect for both casual and on-the-go styles.",WOMENS-BAGS,39.99,15.2,39,"['fashion accessories', 'backpacks']",URBAN CHIC,WOM-URB-WHI-175,7,"{'width': 14.31, 'height': 23.29, 'depth': 28.91}",2 year warranty,Ships in 1 week,In Stock,"[{'rating': 4, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Ava Harrison', 'reviewerEmail': 'ava.harrison@x.dummyjson.com'}, {'rating': 1, 'comment': 'Not as described!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Liam Garcia', 'reviewerEmail': 'liam.garcia@x.dummyjson.com'}, {'rating': 5, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Cameron Perez', 'reviewerEmail': 'cameron.perez@x.dummyjson.com'}]",90 days return policy,7,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '8983558170212', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/1.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/2.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/3.webp']",https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,175,White Faux Leather Backpack,3.36,,15.2,ACTIVE,True,f5dec4219678d76d,2026-04-19T19:41:26.584937+00:00,1.0
176,Women Handbag Black,"The Women Handbag in Black is a classic and versatile accessory that complements various outfits. With a timeless black color and functional design, it's a must-have in every woman's wardrobe.",WOMENS-BAGS,59.99,11.63,11,"['fashion accessories', 'handbags']",ELEGANCE COLLECTION,WOM-ELE-WOM-176,6,"{'width': 29.76, 'height': 12.34, 'depth': 15.82}",Lifetime warranty,Ships in 1 month,In Stock,"[{'rating': 4, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Natalie Price', 'reviewerEmail': 'natalie.price@x.dummyjson.com'}, {'rating': 5, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Emily Johnson', 'reviewerEmail': 'emily.johnson@x.dummyjson.com'}, {'rating': 1, 'comment': 'Waste of money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Henry Hill', 'reviewerEmail': 'henry.hill@x.dummyjson.com'}]",60 days return policy,9,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '4283648448769', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/1.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/2.webp', 'https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/3.webp']",https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,176,Women Handbag Black,2.89,,11.63,ACTIVE,True,aa272ae70e9bf451,2026-04-19T19:41:26.584937+00:00,1.0
177,Black Women's Gown,"The Black Women's Gown is an elegant and timeless evening gown. With a sleek black design, it's perfect for formal events and special occasions, exuding sophistication and style.",WOMENS-DRESSES,129.99,10.48,25,"['clothing', 'gowns']",,WOM-BRD-BLA-177,2,"{'width': 7.86, 'height': 9.02, 'depth': 25.82}",Lifetime warranty,Ships in 1 week,In Stock,"[{'rating': 4, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Ethan Fletcher', 'reviewerEmail': 'ethan.fletcher@x.dummyjson.com'}, {'rating': 3, 'comment': 'Very dissatisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Julian Newton', 'reviewerEmail': 'julian.newton@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Savannah Gomez', 'reviewerEmail': 'savannah.gomez@x.dummyjson.com'}]",No return policy,5,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '0630346013554', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","[""https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/1.webp"", ""https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/2.webp"", ""https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/3.webp"", ""https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/4.webp""]",https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,177,Black Women's Gown,3.64,,10.48,ACTIVE,True,0b12cbaf6a2308dc,2026-04-19T19:41:26.584937+00:00,1.0
178,Corset Leather With Skirt,"The Corset Leather With Skirt is a bold and edgy ensemble that combines a stylish corset with a matching skirt. Ideal for fashion-forward individuals, it makes a statement at any event.",WOMENS-DRESSES,89.99,16.26,30,"['clothing', 'corsets', 'skirts']",,WOM-BRD-COR-178,1,"{'width': 6.01, 'height': 12.6, 'depth': 11.62}",2 year warranty,Ships overnight,In Stock,"[{'rating': 5, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Natalie Price', 'reviewerEmail': 'natalie.price@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Sophia Jones', 'reviewerEmail': 'sophia.jones@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Leo Rivera', 'reviewerEmail': 'leo.rivera@x.dummyjson.com'}]",30 days return policy,3,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '2931500162745', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/1.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/2.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/3.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/4.webp']",https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,178,Corset Leather With Skirt,3.05,,16.26,ACTIVE,True,42a42e19363217af,2026-04-19T19:41:26.584937+00:00,1.0
179,Corset With Black Skirt,The Corset With Black Skirt is a chic and versatile outfit that pairs a fashionable corset with a classic black skirt. It offers a trendy and coordinated look for various occasions.,WOMENS-DRESSES,79.99,15.06,33,"['clothing', 'corsets', 'skirts']",,WOM-BRD-COR-179,7,"{'width': 17.56, 'height': 28.42, 'depth': 23.95}",1 month warranty,Ships in 1 week,In Stock,"[{'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Lucas Allen', 'reviewerEmail': 'lucas.allen@x.dummyjson.com'}, {'rating': 2, 'comment': 'Disappointing product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Benjamin Wilson', 'reviewerEmail': 'benjamin.wilson@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Elena Long', 'reviewerEmail': 'elena.long@x.dummyjson.com'}]",No return policy,5,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '9336695899390', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/1.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/2.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/3.webp', 'https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/4.webp']",https://cdn.dummyjson.com/product-images/womens-dresses/corset-with-black-skirt/thumbnail.webp,2026-04-19T19:41:26.442298+00:00,https://dummyjson.com/products,179,Corset With Black Skirt,4.52,,15.06,ACTIVE,True,da86241048e3be9d,2026-04-19T19:41:26.584937+00:00,1.0
